City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,darab,28.7519,54.5444,17.88,63,33,1.8,IR,1681856667
367,la ronge,55.1001,-105.2842,4.14,35,75,8.75,CA,1681856667
368,chibougamau,49.9168,-74.3659,3.79,75,100,4.12,CA,1681856667
369,lamu,-2.2717,40.902,27.12,83,100,5.52,KE,1681856667
370,ceeldheer,3.8488,47.1806,28.35,74,26,5.55,SO,1681856668
371,zeribet el oued,34.6828,6.5111,21.64,27,41,4.69,DZ,1681856668
372,kargasok,59.0556,80.8572,-12.9,94,67,3.95,RU,1681856668
373,morondava,-20.2833,44.2833,25.74,78,0,3.54,MG,1681856668
374,merizo village,13.2658,144.6691,28.32,82,47,9.49,GU,1681856668
375,tshabong,-26.05,22.45,20.03,22,0,3.42,BW,1681856668
376,lorengau,-2.0226,147.2712,27.58,80,100,3.52,PG,1681856668
377,koksovyy,48.1967,40.5989,8.2,60,100,5.56,RU,1681856669
378,harstad,68.799,16.5293,7.31,99,100,9.83,NO,1681856669
379,juan griego,11.0817,-63.9655,33.07,49,91,9.26,VE,1681856670
380,gadzhiyevo,69.2551,33.3362,2.07,85,100,7.82,RU,1681856670
381,al qusayr,34.5091,36.5798,19.95,51,0,2.12,SY,1681856670
382,burutu,5.3509,5.5076,26.82,86,87,1.99,NG,1681856670
383,xudat,41.631,48.681,9.14,84,19,1.45,AZ,1681856670
384,bonthe,7.5264,-12.505,27.47,81,32,2.19,SL,1681856670
385,okhotsk,59.3833,143.3,-5.07,75,3,6.92,RU,1681856671
386,amga,60.8953,131.9608,-8.23,94,100,1.42,RU,1681856671
387,zeya,53.75,127.2667,-4.57,70,32,1.88,RU,1681856671
388,longboat key,27.4125,-82.659,29.45,29,0,5.94,US,1681856493
389,embi,48.8264,58.1442,5.35,62,10,2.37,KZ,1681856671
390,galle,6.0367,80.217,26.29,84,25,2.0,LK,1681856671
391,marsh harbour,26.5412,-77.0636,23.77,74,69,7.17,BS,1681856671
392,ilhabela,-23.7781,-45.3581,22.64,96,99,2.53,BR,1681856446
393,korsakov,46.6328,142.7813,-0.09,64,12,2.03,RU,1681856672
394,robertsport,6.7533,-11.3686,27.71,85,44,2.24,LR,1681856672
395,al jadid,27.05,14.4,20.72,34,10,5.28,LY,1681856672
396,antofagasta,-23.65,-70.4,17.6,80,45,4.39,CL,1681856672
397,penzance,50.1186,-5.5371,9.38,85,73,7.87,GB,1681856672
398,cobija,-11.0267,-68.7692,26.68,76,100,0.93,BO,1681856672
399,egilsstadir,65.2653,-14.3948,8.95,76,75,1.54,IS,1681856673
400,artesia,33.8658,-118.0831,20.14,62,0,5.66,US,1681856673
401,tralee,52.2704,-9.7026,7.41,90,0,3.08,IE,1681856673
402,north bay,46.3168,-79.4663,2.84,90,100,5.66,CA,1681856229
403,ust-tsilma,65.441,52.1498,0.04,83,100,2.17,RU,1681856673
404,saint-pierre,-21.3393,55.4781,24.82,69,20,3.09,RE,1681856673
405,al markaz,25.4,49.7333,23.33,39,62,2.05,SA,1681856674
406,holualoa,19.6228,-155.9522,26.91,65,40,6.69,US,1681856674
407,rovereto,45.8896,11.0387,14.6,75,82,0.4,IT,1681856674
408,bogen,48.9112,12.6896,10.93,87,100,2.29,DE,1681856674
409,north bend,43.4065,-124.2243,9.02,87,100,4.12,US,1681856674
410,nabire,-3.3667,135.4833,24.57,90,78,1.24,ID,1681856674
411,nyurba,63.2842,118.3319,-12.29,94,97,1.75,RU,1681856674
412,hirara,24.8,125.2833,25.15,94,40,7.2,JP,1681856675
413,itapuranga,-15.5622,-49.9486,22.43,87,61,1.33,BR,1681856675
414,muravlenko,63.7898,74.523,-10.45,90,100,6.16,RU,1681856675
415,sao vicente,-23.9631,-46.3919,27.1,26,100,3.47,BR,1681856675
416,puerto deseado,-47.7503,-65.8938,10.07,72,85,10.97,AR,1681856675
417,celestun,20.8667,-90.4,27.62,56,0,7.83,MX,1681856675
418,san antonio,29.4241,-98.4936,27.06,61,40,9.26,US,1681855924
419,horta,38.5333,-28.6333,14.45,73,80,1.79,PT,1681856676
420,suva,-18.1416,178.4415,29.71,70,75,2.06,FJ,1681856676
421,kurchatov,51.6601,35.6521,8.23,69,98,3.6,RU,1681856676
422,umm kaddadah,13.6017,26.6876,27.58,6,51,6.06,SD,1681856676
423,sikasso,10.9167,-7.0,31.86,12,37,2.01,ML,1681856676
424,lintong,34.378,109.2089,17.38,76,0,2.07,CN,1681856677
425,yarega,63.4354,53.5765,-7.01,94,60,0.48,RU,1681856677
426,jiuquan,39.7432,98.5174,7.1,29,48,8.56,CN,1681856677
427,la sarre,48.8002,-79.1996,0.49,95,100,4.83,CA,1681856677
428,strathmore,51.0501,-113.3852,13.07,22,100,1.54,CA,1681856678
429,balakhta,55.38,91.6,-12.28,88,100,6.4,RU,1681856678
430,aqsay,51.1678,52.995,8.54,53,91,3.36,KZ,1681856678
431,dryden,49.7833,-92.7503,6.16,22,0,3.6,CA,1681856678
432,awjilah,29.1081,21.2869,17.47,48,89,8.31,LY,1681856678
433,auki,-8.7676,160.7034,27.98,70,56,1.11,SB,1681856678
434,ballina,-28.8667,153.5667,19.32,64,100,3.77,AU,1681856679
435,coruripe,-10.1256,-36.1756,26.4,82,93,4.46,BR,1681856679
436,nizhneudinsk,54.9076,99.0276,-6.0,44,55,3.64,RU,1681856679
437,fuxin,42.0156,121.6589,12.52,41,58,3.87,CN,1681856679
438,borazjan,29.2666,51.2159,23.18,40,10,1.15,IR,1681856679
439,anshun,26.25,105.9333,15.63,77,80,1.12,CN,1681856679
440,west bay,19.3667,-81.4167,26.14,87,40,2.57,KY,1681856604
441,laguna,38.421,-121.4238,17.44,33,0,5.66,US,1681856679
442,tayshet,55.9342,98.0044,-6.67,78,83,6.61,RU,1681856679
443,asau,46.4333,26.4,4.6,95,98,1.03,RO,1681856680
444,tandalti,13.0167,31.8667,27.97,9,10,4.71,SD,1681856680
445,el tigre,8.8875,-64.2454,29.89,45,100,2.75,VE,1681856680
446,mhamid,29.82,-5.72,25.38,16,0,4.76,MA,1681856680
447,sabanozu,40.4825,33.2835,9.42,84,98,1.14,TR,1681856680
448,sorong,-0.8833,131.25,26.05,85,100,1.58,ID,1681856680
449,dickinson,29.4608,-95.0513,27.29,69,40,8.75,US,1681856680
450,buka,40.8108,69.1986,7.0,55,1,0.17,UZ,1681856681
451,cumming,34.2073,-84.1402,26.36,31,3,1.34,US,1681856681
452,santa ana,33.7456,-117.8678,20.79,60,75,5.66,US,1681856460
453,grand baie,-20.0182,57.5802,26.36,78,12,2.24,MU,1681856681
454,banda aceh,5.5577,95.3222,26.94,81,94,2.0,ID,1681856681
455,ketchikan,55.3422,-131.6461,10.26,40,20,4.12,US,1681856682
456,harran,36.86,39.0314,16.4,70,2,3.36,TR,1681856682
457,kimbe,-5.5502,150.1429,26.27,84,39,0.95,PG,1681856682
458,hailun,47.45,126.9333,2.91,73,72,2.97,CN,1681856682
459,coquimbo,-29.9533,-71.3436,16.85,72,0,4.12,CL,1681856596
460,kapa'a,22.0752,-159.319,24.18,86,75,8.75,US,1681856683
461,sunne,59.8376,13.143,8.18,88,55,2.16,SE,1681856683
462,kamloops,50.6665,-120.3192,10.55,49,75,6.26,CA,1681856683
463,chonchi,-42.6128,-73.8092,13.4,97,100,0.64,CL,1681856684
464,macapa,0.0389,-51.0664,25.99,100,75,3.09,BR,1681856495
465,chanika,-5.4167,38.0167,18.43,99,100,1.19,TZ,1681856684
466,saiha,22.4833,92.9667,20.44,65,0,1.54,IN,1681856684
467,remire-montjoly,4.9167,-52.2667,24.02,100,75,1.54,GF,1681856684
468,effingham,32.3669,-81.3332,27.25,27,0,2.13,US,1681856684
469,kirakira,-10.4544,161.9205,27.45,77,92,2.14,SB,1681856684
470,progreso,21.2833,-89.6667,32.28,59,0,7.78,MX,1681856684
471,port moresby,-9.4431,147.1797,25.68,89,40,3.6,PG,1681856684
472,charlottetown,46.2352,-63.1267,11.29,84,20,6.17,CA,1681856486
473,matane,48.8286,-67.522,4.7,96,100,2.23,CA,1681856685
474,birobidzhan,48.8,132.95,6.83,81,99,1.25,RU,1681856685
475,queenstown,-31.8976,26.8753,15.38,40,1,1.39,ZA,1681856685
476,olindina,-11.3667,-38.3333,25.88,70,93,5.04,BR,1681856685
477,ejura,7.3856,-1.3562,24.19,89,100,1.03,GH,1681856685
478,virac,13.6333,124.2167,22.1,85,91,2.21,PH,1681856685
479,kalmunai,7.4167,81.8167,26.02,81,8,2.09,LK,1681856685
480,portrush,55.1959,-6.6493,10.27,73,4,2.68,GB,1681856686
481,proletarsk,46.7031,41.7192,8.7,72,100,6.26,RU,1681856686
482,londrina,-23.3103,-51.1628,20.81,100,75,1.54,BR,1681856284
483,susangerd,31.5608,48.1831,25.94,26,0,3.25,IR,1681856686
484,chissamba,-12.1667,17.3333,16.26,96,80,0.56,AO,1681856686
485,puerto armuelles,8.2833,-82.8667,30.99,69,58,2.9,PA,1681856686
486,kayangel,8.0823,134.7173,28.17,78,81,6.01,PW,1681856686
487,heishan,41.6892,122.1128,11.61,48,43,5.15,CN,1681856686
488,puerto carreno,6.189,-67.4859,34.99,43,40,1.54,CO,1681856686
489,tefe,-3.3542,-64.7114,30.06,74,40,1.03,BR,1681856687
490,mwanza,-2.5167,32.9,19.69,88,53,2.78,TZ,1681856687
491,boende,-0.2167,20.8667,21.81,88,95,1.38,CD,1681856687
492,neuhaus,49.144,15.003,7.64,94,97,1.79,CZ,1681856687
493,kunnattur,12.35,78.5167,23.99,67,5,0.86,IN,1681856688
494,timimoun,29.2639,0.231,28.74,9,43,5.06,DZ,1681856688
495,smithers,54.7804,-127.1743,8.18,42,75,3.6,CA,1681856688
496,nampula,-15.1165,39.2666,20.97,88,0,2.06,MZ,1681856688
497,medicine hat,50.0501,-110.6683,11.55,49,75,8.75,CA,1681856500
498,las heras,-46.5419,-68.9359,13.36,47,98,1.56,AR,1681856688
499,al jawf,29.5,38.75,23.74,39,94,3.86,SA,1681856688
500,muisne,0.6,-80.0333,27.53,77,74,2.74,EC,1681856688
501,woolgoolga,-30.1106,153.2007,17.93,67,95,2.88,AU,1681856688
502,magadan,59.5667,150.8,-3.12,70,97,4.58,RU,1681856689
503,pionerskiy,54.9508,20.2275,7.91,82,35,7.17,RU,1681856689
504,kaiapoi,-43.3783,172.6401,15.82,87,100,5.66,NZ,1681856689
505,pointe-noire,-4.7761,11.8635,25.04,94,20,2.06,CG,1681856689
506,manadhoo,5.7667,73.3833,28.22,71,56,0.44,MV,1681856689
507,behshahr,36.6923,53.5526,11.56,79,0,1.12,IR,1681856689
508,xunchang,28.4543,104.715,20.87,86,96,0.89,CN,1681856690
509,viveiro,43.6623,-7.5934,13.46,86,63,8.33,ES,1681856690
510,rikaze,29.25,88.8833,4.63,44,0,1.95,CN,1681856690
511,oum hadjer,13.2954,19.6966,33.94,21,65,1.61,TD,1681856690
512,spring creek,40.7266,-115.5859,1.83,38,98,10.81,US,1681856690
513,jindabyne,-36.4167,148.6333,10.09,65,2,1.16,AU,1681856690
514,acajutla,13.5928,-89.8275,29.93,60,96,3.69,SV,1681856690
515,wotho,10.1657,166.0102,26.65,80,99,7.45,MH,1681856690
516,sinabang,2.4803,96.3801,26.82,81,91,0.96,ID,1681856691
517,yulinshi,38.2906,109.7494,16.58,60,4,6.2,CN,1681856691
518,kindu,-2.95,25.95,21.01,99,100,1.05,CD,1681856691
519,yanykurgan,43.915,67.2481,6.88,33,0,4.59,KZ,1681856691
520,tidjikja,18.5564,-11.4271,30.41,23,95,3.81,MR,1681856537
521,mungyeong,36.5946,128.1995,11.65,88,15,0.72,KR,1681856691
522,cherlak,54.155,74.8055,-5.43,45,0,1.51,RU,1681856691
523,pospelikha,51.95,81.7667,-3.26,97,100,1.68,RU,1681856691
524,banjarmasin,-3.3244,114.591,25.08,95,88,0.98,ID,1681856213
525,bhimbar,32.9757,74.0793,22.36,54,100,2.59,PK,1681856691
526,dexter,36.7959,-89.9579,26.88,51,97,5.32,US,1681856692
527,majuro,7.0897,171.3803,29.98,70,40,5.14,MH,1681856692
528,alofi,-19.0595,-169.9187,26.41,81,100,9.29,NU,1681856692
529,kalianget,-7.05,113.9333,26.69,82,88,3.57,ID,1681856692
530,linfen,36.0889,111.5189,17.68,46,0,0.75,CN,1681856692
531,tazacorte,28.629,-17.9293,18.97,86,0,2.57,ES,1681856692
532,horad zhodzina,54.0983,28.3325,9.15,85,100,3.36,BY,1681856692
533,motueka,-41.1333,173.0167,18.94,93,94,0.76,NZ,1681856692
534,gulbene,57.1777,26.7529,4.89,71,97,4.3,LV,1681856692
535,bathsheba,13.2167,-59.5167,26.34,78,20,6.17,BB,1681856692
536,broken hill,-31.95,141.4333,14.19,82,1,7.45,AU,1681856692
537,whistler,50.1164,-122.9695,2.62,87,75,2.57,CA,1681856580
538,isaccea,45.2667,28.4667,11.35,85,99,4.73,RO,1681856693
539,oranjemund,-28.55,16.4333,18.51,52,1,1.4,NA,1681856693
540,leava,-14.3,-178.1667,28.75,73,99,7.17,WF,1681856693
541,belozersk,60.0326,37.7957,0.1,97,61,2.47,RU,1681856693
542,kermit,31.8576,-103.0927,31.91,3,0,9.77,US,1681856693
543,san pedro pochutla,15.7333,-96.4667,32.62,54,35,3.69,MX,1681856693
544,bozkir,37.1896,32.2474,12.22,47,2,3.46,TR,1681856694
545,bukama,-9.2,25.85,20.14,96,98,0.18,CD,1681856694
546,cabo san lucas,22.8909,-109.9124,30.34,50,40,5.14,MX,1681856643
547,alencon,48.4333,0.0833,6.27,96,39,2.81,FR,1681856694
548,nogliki,51.8333,143.1667,1.55,77,5,4.28,RU,1681856694
549,arnprior,45.4334,-76.3494,6.99,60,100,5.68,CA,1681856693
550,xining,36.6167,101.7667,12.06,34,1,0.42,CN,1681856694
551,darbhanga,26.1667,85.9,28.79,19,0,3.42,IN,1681856694
